"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000002549",1229.98469317186,0.16430072872549,0.177395585312048,0.926182736940585,0.354351022346397,0.656729477669874,"LAP3"
"ENSG00000002586",8367.26727634875,0.0792894308760621,0.131640081100458,0.602319827010395,0.546961265486113,0.801490814632449,"CD99"
"ENSG00000002587",1.95953335698007,0.399056442748628,1.15881067604339,0.344367247384323,0.730570117049073,NA,"HS3ST1"
"ENSG00000002726",1.53531673945229,0.804939605370724,1.80336251423483,0.446354850462365,0.655340940971811,NA,"AOC1"
"ENSG00000002745",7.28561888515924,-0.616755840397049,1.02005314561398,-0.604631085202738,0.545424147476132,NA,"WNT16"
"ENSG00000002746",126.130005973738,0.193681254724163,0.308349478771357,0.628122529980921,0.529923674967423,0.788533509273102,"HECW1"
"ENSG00000002822",351.152304336473,-0.0573898319667561,0.150034116411933,-0.382511880225873,0.702081718535559,0.893013427124056,"MAD1L1"
"ENSG00000002834",8609.18275618938,0.416875055371326,0.108296983617097,3.84936903547804,0.000118422479338074,0.00183011066283176,"LASP1"
"ENSG00000002919",251.500095596273,0.341973669874963,0.144338780690486,2.36924316693708,0.0178245300406491,0.0988113131279758,"SNX11"
"ENSG00000002933",546.441449222622,0.404466498425363,1.40062631378887,0.288775453126558,0.772753217770892,0.925756744263946,"TMEM176A"
"ENSG00000003056",1837.96769229328,-0.00770187687693554,0.100389433711636,-0.0767199952443089,0.938846297516435,0.983555502335439,"M6PR"
"ENSG00000003096",414.075308683702,-0.964578629321605,0.191741904271734,-5.03060941730617,4.88923265891426e-07,1.4928917060334e-05,"KLHL13"
"ENSG00000003137",106.506412172302,-1.03077632905585,0.583074413478528,-1.76782980907428,0.0770893599144581,0.267760568986523,"CYP26B1"
"ENSG00000003147",9.33188603208963,0.254911504755405,0.570505284733651,0.446817078783791,0.655007138939521,NA,"ICA1"
"ENSG00000003249",122.242063046478,-0.368497975015854,0.353315002468504,-1.04297290644686,0.296960841171254,0.600626063990258,"DBNDD1"
"ENSG00000003393",860.859802380907,0.054891935219459,0.166834695848,0.329019901648456,0.742140645414732,0.912907738369567,"ALS2"
"ENSG00000003400",95.3711570248671,-0.178398908375816,0.35460346680126,-0.503094089815541,0.614898121801161,0.845066429644154,"CASP10"
"ENSG00000003402",3368.72335143759,1.16249955503504,0.126138593252954,9.21604978346167,3.08247090039145e-20,7.91254606549637e-18,"CFLAR"
"ENSG00000003436",5053.34063480256,-0.325443615737937,0.19941174475115,-1.63201829533193,0.102675632127679,0.322727153594646,"TFPI"
"ENSG00000003509",302.835086615061,-0.100895148270166,0.125090107321181,-0.806579756232104,0.419908640722218,0.71327011706348,"NDUFAF7"
"ENSG00000003756",2957.87449781706,-0.183767842696343,0.0805067784644847,-2.28263813558769,0.0224516926508809,0.115147607584691,"RBM5"
"ENSG00000003987",30.2673614014711,0.754687159849458,0.35081609321399,2.15123300911146,0.0314578128454294,0.146009370378188,"MTMR7"
"ENSG00000003989",39.5398447202775,0.586932349134411,0.730281578311021,0.803706907809253,0.421566263730165,0.714323233854704,"SLC7A2"
"ENSG00000004059",1684.3217819095,0.379689771039628,0.114194253668622,3.32494638601904,0.000884355393154788,0.00941039458822022,"ARF5"
"ENSG00000004139",312.643392000576,-0.0807770695340696,0.204992488866269,-0.394048923357218,0.693544919624478,0.889780575003408,"SARM1"
"ENSG00000004142",1468.18173216884,0.152287930258551,0.12737571415165,1.19558058043341,0.231860273432264,0.523015168473584,"POLDIP2"
"ENSG00000004399",3661.96471974267,-0.0519472643852801,0.21722451716648,-0.239140890093304,0.810996335736447,0.941262894070695,"PLXND1"
"ENSG00000004455",1236.90625297069,-0.0918567972106105,0.164577790992833,-0.55813604409486,0.576751489362942,0.821567090519352,"AK2"
"ENSG00000004468",5.59935950029571,0.241581280751129,0.814160769394586,0.296724295535352,0.766677006807131,NA,"CD38"
"ENSG00000004478",612.469678830193,-0.00303832191426069,0.166569999965581,-0.0182405109857028,0.985446984911907,0.995355988415723,"FKBP4"
"ENSG00000004487",1255.80031118487,-0.334105525803979,0.0960383685466608,-3.47887548341319,0.00050352248806721,0.00602833840456751,"KDM1A"
"ENSG00000004534",1306.14906893784,-0.30353125514787,0.158959516858263,-1.90948778120982,0.056199196486989,0.217793457214803,"RBM6"
"ENSG00000004660",79.865424377978,-0.645176178926641,0.378102799643159,-1.70635123446729,0.0879427042576936,0.291633951386637,"CAMKK1"
"ENSG00000004700",1510.20849871797,0.409553280859457,0.119162326764856,3.43693591740309,0.000588334782722761,0.00677211546940881,"RECQL"
"ENSG00000004766",495.212595858396,-0.114356684939011,0.12994110652919,-0.880065500391303,0.378823827183782,0.677801189338961,"VPS50"
"ENSG00000004776",12520.3502740741,-0.154542224152929,0.245604661254275,-0.629231641466819,0.529197416702838,0.787974866400485,"HSPB6"
"ENSG00000004777",104.39554381318,-0.471433085352384,0.409422542903285,-1.1514585445378,0.249543640579518,0.544511128678808,"ARHGAP33"
"ENSG00000004779",366.340319770589,0.109903471791767,0.136529808340389,0.80497785156016,0.420832460945955,0.713813439526616,"NDUFAB1"
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035603,0.00495960938100023,0.0378786102245328,"PDK4"
"ENSG00000004809",1.40994350389939,0.0528321817699861,1.54297791913916,0.034240400406677,0.972685450549879,NA,"SLC22A16"
"ENSG00000004838",16.3434516100777,-0.923936691699439,0.411508242282731,-2.2452446798493,0.0247524292447509,0.123402931988371,"ZMYND10"
"ENSG00000004846",22.073292550198,-1.58995194445524,0.649411531150703,-2.44829644715112,0.0143533506434516,0.0843950499188636,"ABCB5"
"ENSG00000004848",0.13880171053401,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA,"ARX"
"ENSG00000004864",152.306716934468,0.0559735174612599,0.274609505270914,0.203829497475113,0.838486741058831,0.95315482198724,"SLC25A13"
"ENSG00000004866",523.884326788918,-0.614081619055331,0.212089244659416,-2.89539255062866,0.00378684648108076,0.0307827451466458,"ST7"
"ENSG00000004897",1680.01793286077,-0.161864823437844,0.100728098672937,-1.60694806682907,0.108065760930728,0.333625081487522,"CDC27"
"ENSG00000004939",8.67357060287904,-0.609551433429434,0.567082211231342,-1.07489076778811,0.28242363583514,NA,"SLC4A1"
"ENSG00000004948",0,NA,NA,NA,NA,NA,"CALCR"
"ENSG00000004961",435.963192136172,-0.166362112576108,0.141786728980651,-1.17332640206976,0.240664938546386,0.533196504300072,"HCCS"
"ENSG00000004975",1003.16479833127,-0.346747940303978,0.162599798919051,-2.13252379528835,0.0329638104611155,0.150963685949076,"DVL2"
"ENSG00000005001",0,NA,NA,NA,NA,NA,"PRSS22"
"ENSG00000005007",2286.27675995712,0.221287272783179,0.094199255862488,2.34914034890269,0.018816812629902,0.102326975683973,"UPF1"
"ENSG00000005020",752.819690039845,0.0733029402924781,0.150904592180905,0.485756856256582,0.627139566832954,0.852988660950614,"SKAP2"
"ENSG00000005022",1300.3667432696,-0.0771831248020279,0.116845445287456,-0.660557410792919,0.508896189256976,0.776204976279449,"SLC25A5"
"ENSG00000005059",215.744400092371,0.223333752600804,0.257311169187217,0.867952033742884,0.385420591813391,0.684393816744497,"MCUB"
"ENSG00000005073",0.424982332670398,-1.0793023663625,2.58025387821646,-0.418293089480225,0.675732841561912,NA,"HOXA11"
"ENSG00000005075",614.656589191918,0.0987773493243704,0.160706698122365,0.614643636378862,0.538790090092239,0.795453866957026,"POLR2J"
"ENSG00000005100",502.327471136299,0.314431865484895,0.130849122697675,2.40301088003,0.0162607036290805,0.0927224334329374,"DHX33"
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.633146430413079,0.526638024312906,NA,"MEOX1"
"ENSG00000005108",12.5069565681574,0.931825433823335,0.623894022308237,1.49356365104419,0.135289705997271,0.380706539823239,"THSD7A"
"ENSG00000005156",284.201575596381,-0.385473065910856,0.204307350860468,-1.88673126193151,0.0591964806370403,0.225599068758927,"LIG3"
"ENSG00000005175",347.42491006876,-0.199143010245032,0.288689162982695,-0.689818101197548,0.490308584010543,0.76298600771258,"RPAP3"
"ENSG00000005187",26.7924966379797,-0.327506483008552,0.412451020525773,-0.7940493942555,0.427166676535543,0.718188201169049,"ACSM3"
"ENSG00000005189",79.0300154216569,-0.439826193613965,0.271072683962308,-1.62253970848321,0.104687838022175,0.326813571144943,"REXO5"
"ENSG00000005194",458.750922474384,0.128001736266057,0.161088911318155,0.794603025240205,0.426844458014835,0.717819384268516,"CIAPIN1"
"ENSG00000005206",687.428245938322,0.101318274776524,0.139402935093713,0.726801589280838,0.467347509365892,0.747502863210082,"SPPL2B"
"ENSG00000005238",705.733199499233,-0.205823489524856,0.115328505483058,-1.7846714362833,0.0743146266807362,0.261378314231247,"FAM214B"
"ENSG00000005243",993.989596404182,-0.106568977506576,0.18524856101084,-0.575275602277635,0.56510491921173,0.815101050346983,"COPZ2"
"ENSG00000005249",301.336933757971,0.660280961014528,0.225566737068369,2.92720890320986,0.00342019064586816,0.0283984579669262,"PRKAR2B"
"ENSG00000005302",469.935385547665,0.190286827870619,0.159050032796026,1.19639603039034,0.231542049698331,0.522725930281434,"MSL3"
"ENSG00000005339",2604.13968768159,-0.104401332172607,0.135777656823639,-0.768913933374278,0.441944405344305,0.729978007604825,"CREBBP"
"ENSG00000005379",158.961412885247,0.120941682055533,0.284870280471276,0.424550015731557,0.671164737312812,0.877828408216377,"TSPOAP1"
"ENSG00000005381",7.12408517617175,1.17019134148191,1.30316102492093,0.897963735182238,0.369204883576435,NA,"MPO"
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA,"PON1"
"ENSG00000005436",302.967289999217,0.156959065151111,0.139209882251133,1.1274994462531,0.259531374500319,0.556980670435341,"GCFC2"
"ENSG00000005448",234.244457375311,0.280155169186942,0.158303055515804,1.76973949286136,0.0767705476710382,0.267100837233603,"WDR54"
"ENSG00000005469",422.232491862876,-0.273993709010047,0.243915852510196,-1.12331243004632,0.261304826513207,0.559599826346665,"CROT"
"ENSG00000005471",33.2839581855106,-1.22916811609888,0.509500416060423,-2.4124967857791,0.0158436771394212,0.0909944976399446,"ABCB4"
"ENSG00000005483",1867.57277020935,0.0138035781207218,0.131030399674373,0.105346378817628,0.916100962713306,0.977204471072899,"KMT2E"
"ENSG00000005486",856.445860419445,-0.151783526798134,0.189515705010903,-0.800902103545463,0.423188322237268,0.715624609473263,"RHBDD2"
"ENSG00000005513",4.19025057528613,-0.664739149857678,1.01931793248964,-0.65214113150554,0.514310132053329,NA,"SOX8"
"ENSG00000005700",579.449582755315,-0.087521350256091,0.132880287580654,-0.658648109885888,0.510121761434476,0.777127043952919,"IBTK"
"ENSG00000005801",220.819344240061,-0.245459370014946,0.221066529575962,-1.1103416265039,0.266851841959621,0.566032373456368,"ZNF195"
"ENSG00000005810",2862.99024994653,-0.062716284581562,0.120435293399683,-0.520746724744784,0.602543220209621,0.839002388567055,"MYCBP2"
"ENSG00000005812",1499.03049853399,0.408597279763837,0.171642594415878,2.38051214009172,0.017288591359447,0.0969483723721487,"FBXL3"
"ENSG00000005844",3.21951546901152,-0.938815055265798,1.14112424414502,-0.822710638287422,0.410672564199661,NA,"ITGAL"
"ENSG00000005882",1066.40685200078,-0.127921181717226,0.145631561059118,-0.878389140285993,0.379732575702022,0.678398065192302,"PDK2"
"ENSG00000005884",1294.27596518976,0.333534620078867,0.276376751676439,1.20681141975843,0.227504777131269,0.516885666014563,"ITGA3"
"ENSG00000005889",800.115454708102,0.0162935634136013,0.227734262436879,0.0715463858589016,0.942962908542995,0.985126994075145,"ZFX"
"ENSG00000005893",5133.58060707205,0.0430752555250924,0.0826645473308864,0.5210849985384,0.602307560799712,0.838954107266775,"LAMP2"
"ENSG00000005961",10.2882547896421,-0.619822633493085,0.637196518932069,-0.972733866361821,0.330685588885709,0.63685570240006,"ITGA2B"
"ENSG00000005981",6.43695995371267,-0.629663993690987,0.79150356624341,-0.795528940797403,0.426305883040455,NA,"ASB4"
"ENSG00000006007",2603.73463702376,0.180766912818257,0.146939239347764,1.23021538440411,0.21861646035682,0.505067943666946,"GDE1"
"ENSG00000006015",386.908775735769,-0.0531752737518244,0.320215053323633,-0.166061130480588,0.868108842764184,0.96259505635754,"REX1BD"
"ENSG00000006016",160.452316906975,0.19213046994241,0.492939506102381,0.389764803924044,0.696710471904022,0.89096464317364,"CRLF1"
"ENSG00000006025",160.463406583492,-0.652554601970697,0.315114137863079,-2.07085155364955,0.0383726707344664,0.166902383191698,"OSBPL7"
"ENSG00000006042",3151.10977435982,0.00904096047029702,0.098184799969198,0.0920810601349018,0.926633636336123,0.979848296697805,"TMEM98"
"ENSG00000006047",0.673880264953231,-0.28828899277285,2.11000864921006,-0.136629294330513,0.891323820109254,NA,"YBX2"
"ENSG00000006059",0,NA,NA,NA,NA,NA,"KRT33A"
"ENSG00000006062",258.268778963446,-0.584187742450785,0.273247251714689,-2.1379455375484,0.0325211637503125,0.149433563409734,"MAP3K14"
"ENSG00000006071",0,NA,NA,NA,NA,NA,"ABCC8"
"ENSG00000006116",0.450684746143017,-1.01557138430527,3.11297552346531,-0.326238152741641,0.744244177343653,NA,"CACNG3"
"ENSG00000006118",458.98540697157,-0.549888036433399,0.221087251532323,-2.48719920584387,0.0128753281276378,0.0782491350293235,"TMEM132A"
"ENSG00000006125",6730.77886718365,0.0802578614252511,0.108527831422326,0.739514098581173,0.459594881897596,0.741708295862091,"AP2B1"
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA,"TAC1"
"ENSG00000006194",551.635247266725,0.11169012322814,0.102590118814746,1.0887025428816,0.276285080082509,0.576796707394146,"ZNF263"
"ENSG00000006210",15.8841012169951,0.950279868961292,0.613169636818377,1.54978298320856,0.121193612701809,0.35744445265217,"CX3CL1"
"ENSG00000006282",1394.30895675099,-0.106981530767098,0.168558648654663,-0.63468431682956,0.525634324229569,0.786189060179029,"SPATA20"
"ENSG00000006283",61.3642320498775,-1.1734754984476,0.461209913945002,-2.54434144402961,0.0109484004702999,0.0691754380987452,"CACNA1G"
"ENSG00000006327",587.259201120954,-0.146104464368204,0.321307056544271,-0.454719127365549,0.649311318367712,0.865653161679489,"TNFRSF12A"
"ENSG00000006377",0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA,"DLX6"
"ENSG00000006432",6.99503209019926,-0.218563956252304,0.735202753909316,-0.2972839194224,0.766249757438886,NA,"MAP3K9"
"ENSG00000006451",1108.16420749476,-0.569179433484941,0.210671518782449,-2.70173888133739,0.00689779102980035,0.048302574583602,"RALA"
"ENSG00000006453",212.928764376348,-0.27377893011472,0.157637938516282,-1.73675786864241,0.0824299185452081,0.279409381460872,"BAIAP2L1"
"ENSG00000006459",410.885814318294,0.00560167733293483,0.312423497968501,0.0179297567864104,0.985694890343943,0.995355988415723,"KDM7A"
"ENSG00000006468",210.179164493274,0.0486120622106925,0.406144751488525,0.119691469685448,0.904727557984066,0.973229552217393,"ETV1"
"ENSG00000006530",277.887455661785,0.0331563103437827,0.201432210451739,0.164602822306449,0.869256609641725,0.962892622002637,"AGK"
"ENSG00000006534",1145.46216651212,0.427916521981313,0.262825503337948,1.6281392655837,0.103495359332219,0.324386841284449,"ALDH3B1"
"ENSG00000006555",4.76708315841851,-0.61058000230331,0.811523360997438,-0.752387462454378,0.451818084081441,NA,"TTC22"
"ENSG00000006576",1076.37418478476,-0.416587761528712,0.195871238275192,-2.1268449885604,0.0334329648961398,0.151963461390167,"PHTF2"
"ENSG00000006606",4.01454411368169,-0.433957880934369,0.899385404115909,-0.482504918301345,0.62944730538805,NA,"CCL26"
"ENSG00000006607",957.991889094816,0.595861925335494,0.155053660032135,3.84294008417473,0.000121569155349055,0.00186730715797306,"FARP2"
"ENSG00000006611",0,NA,NA,NA,NA,NA,"USH1C"
"ENSG00000006625",177.304447555595,-0.108719218236945,0.251338881257278,-0.432560285512121,0.665334246715658,0.87477100151998,"GGCT"
"ENSG00000006634",92.842938687114,-0.448347904396766,0.297818726995479,-1.50543892561724,0.132211267773655,0.375554705012472,"DBF4"
"ENSG00000006638",64.0929103692678,-0.485251401133077,0.293993814909444,-1.65054969364762,0.0988305582848635,0.315141721621082,"TBXA2R"
"ENSG00000006652",1086.50811752792,-0.0509940198887031,0.218671138830316,-0.233199589856591,0.815606424318238,0.94327707650354,"IFRD1"
"ENSG00000006659",1.43778491344811,-0.485808154122548,1.54326977280484,-0.314791465940273,0.752919991766878,NA,"LGALS14"
"ENSG00000006695",181.541477163383,0.196125214278234,0.202800613536875,0.967083929667565,0.333502078449116,0.639110335076788,"COX10"
"ENSG00000006704",291.607449568848,-0.0413723899708132,0.235419432246685,-0.175739061028153,0.860498946582655,0.960055439907972,"GTF2IRD1"
"ENSG00000006712",1114.82190220928,-0.238931913803267,0.129796464174861,-1.84081989692246,0.0656479560439624,0.24167074588455,"PAF1"
"ENSG00000006715",2208.49179423824,-0.139604325402341,0.134206350802652,-1.04022145425611,0.298237026189128,0.601918944780696,"VPS41"
"ENSG00000006740",43.379700039727,-0.0199689503688904,0.379717673169518,-0.0525889411525379,0.958059428460434,0.990092804096437,"ARHGAP44"
"ENSG00000006744",938.900417504684,0.251716749270148,0.15381742152503,1.63646449650821,0.101742410331933,0.320684454625832,"ELAC2"
"ENSG00000006747",27.7360544388753,0.203422873843575,0.487478817023702,0.417295822381724,0.676462043824573,0.880383058668313,"SCIN"
"ENSG00000006756",545.414312401993,-0.0147901884830308,0.158864975823095,-0.0930991139261591,0.925824821364631,0.979848296697805,"ARSD"
"ENSG00000006757",168.95903743019,-0.0157237739884898,0.15407605644171,-0.102052027755775,0.918715378436843,0.977935795089141,"PNPLA4"
"ENSG00000006788",11.2024027852827,2.95519566506424,1.06558260348016,2.77331448112297,0.00554884688118725,0.041073942334106,"MYH13"
"ENSG00000006831",1095.78070752679,0.243869398068242,0.0932019222251717,2.61657047672326,0.00888180268437401,0.0589718990157143,"ADIPOR2"
"ENSG00000006837",75.3675602917904,-0.148190196448771,0.313415249367567,-0.472823823179633,0.636338876142258,0.858561450260535,"CDKL3"
"ENSG00000007001",2.00323736390909,-0.284334112908697,1.40169857367045,-0.202849684125845,0.839252522809242,NA,"UPP2"
"ENSG00000007038",0.887380960584451,0.607941216458484,1.95110338653295,0.311588417433264,0.755353337868645,NA,"PRSS21"
"ENSG00000007047",813.832894191521,-0.0377195317853206,0.175117680289304,-0.215395337141321,0.829459105114655,0.949377127188743,"MARK4"
"ENSG00000007062",2.45626676455035,-0.552453765236094,1.02526595865994,-0.538839469475969,0.589997626718132,NA,"PROM1"
"ENSG00000007080",662.955088766559,0.244243803157057,0.158825019014688,1.53781693005477,0.124093382877982,0.362327797124936,"CCDC124"
"ENSG00000007129",0,NA,NA,NA,NA,NA,"CEACAM21"
"ENSG00000007168",3974.85824788827,0.051565954359952,0.103637244894,0.497561995329898,0.618792796311453,0.847994417725152,"PAFAH1B1"
"ENSG00000007171",1.482516982495,-0.53836348451661,1.78169943650055,-0.302162908898941,0.762527877851726,NA,"NOS2"
"ENSG00000007174",2.70167247050387,0.3837796388877,1.02562238283566,0.374191949503498,0.708261513035224,NA,"DNAH9"
"ENSG00000007202",6545.03722366678,0.0244029370808381,0.0920226484586684,0.26518403338281,0.790867694239035,0.932188592828251,"KIAA0100"
"ENSG00000007216",0,NA,NA,NA,NA,NA,"SLC13A2"
"ENSG00000007237",425.112222586833,-0.895774919748927,0.960669066386979,-0.932449009852982,NA,NA,"GAS7"
"ENSG00000007255",130.451959536511,0.270306675785218,0.242085504303273,1.11657522230902,0.264175990730485,0.562818535921164,"TRAPPC6A"
"ENSG00000007264",2.94325916834344,0.130029540920537,0.934638476623365,0.139122820398218,0.889353095514289,NA,"MATK"
"ENSG00000007306",0,NA,NA,NA,NA,NA,"CEACAM7"
"ENSG00000007312",2.07733296226224,0.627355655274727,1.53120649871665,0.409713291969785,0.682016278399661,NA,"CD79B"
"ENSG00000007314",0.779954153372703,-0.684393456023428,2.03068597952934,-0.337025745448862,0.736097492252036,NA,"SCN4A"
"ENSG00000007341",281.675425442917,0.215543120141385,0.241297144888477,0.893268423217377,0.371713443722541,0.67227132853808,"ST7L"
"ENSG00000007350",0,NA,NA,NA,NA,NA,"TKTL1"
"ENSG00000007372",40.4540315259517,0.204825992250081,0.515864168537292,0.397054117619479,0.691327553547919,0.888906755262688,"PAX6"
"ENSG00000007376",258.460977739524,0.12034185017738,0.199984987868217,0.601754418970093,0.547337620150763,0.801624413162656,"RPUSD1"
"ENSG00000007384",1823.38777953572,0.0868116045427578,0.15063912216123,0.576288571635744,0.564420146231179,0.814831723668746,"RHBDF1"
"ENSG00000007392",686.873099124053,-0.103853477906689,0.110159667314778,-0.942754099010942,0.345806694835533,0.650325448439921,"LUC7L"
"ENSG00000007402",23.7963910924727,0.739536517962972,0.519137318907365,1.42454894115392,0.154287628317642,0.412769145181185,"CACNA2D2"
"ENSG00000007516",11.2010825391975,-0.211644977336862,0.707152760683604,-0.299291735964185,0.764717459523342,0.922091325006852,"BAIAP3"
"ENSG00000007520",580.560487206145,0.071433608215299,0.150656436193709,0.474149064056262,0.635393612949078,0.858050492029763,"TSR3"
"ENSG00000007541",653.546283118955,0.22174801368761,0.164697298588304,1.34639739442185,0.178174390796741,0.448887043381771,"PIGQ"
"ENSG00000007545",622.76848387059,0.166768403599037,0.157642472414091,1.05789005364604,0.290105570284402,0.593015098118136,"CRAMP1"
"ENSG00000007866",1620.52184915199,0.553934461373927,0.156832395055132,3.5320155710126,0.000412405071036907,0.00512797602697369,"TEAD3"
"ENSG00000007908",0,NA,NA,NA,NA,NA,"SELE"
"ENSG00000007923",977.439461349907,-0.0384290793756299,0.147724381429064,-0.260140397975423,0.794755477245066,0.933794500298812,"DNAJC11"
"ENSG00000007933",877.805740707214,0.313996093721059,0.978772381072815,0.320806042132997,0.748357380267633,0.915794483205664,"FMO3"
"ENSG00000007944",345.286662228229,-0.489789864742884,0.15232264072642,-3.2154764544988,0.00130228177585745,0.0129927914989204,"MYLIP"
"ENSG00000007952",10.1687462516428,0.809128458611175,0.573991511124129,1.40965230831819,0.158642373433986,0.419765294873774,"NOX1"
"ENSG00000007968",3.95849086572913,0.162676335960989,0.819783077496732,0.198438270350412,0.842702177334498,NA,"E2F2"
"ENSG00000008018",1517.71752051207,0.0478484393435436,0.110936141630953,0.431315156991119,0.666239230956923,0.875479131185303,"PSMB1"
"ENSG00000008056",17.7167030593017,0.676013565163211,0.458124729304488,1.47561029108714,0.14004854085797,0.388895333937285,"SYN1"
"ENSG00000008083",305.072434597756,0.487459854580962,0.151932656612269,3.20839420207701,0.00133478408431657,0.0132556296418771,"JARID2"
"ENSG00000008086",372.53707879909,-0.172935290532897,0.189039000412294,-0.914812764327598,0.360289932670941,0.661817883473446,"CDKL5"
"ENSG00000008118",6.947918731314,-0.861305707933996,0.797917010813575,-1.0794427193071,0.280390415851273,NA,"CAMK1G"
"ENSG00000008128",563.813333715399,0.133368795438243,0.368609963170101,0.361815492699252,0.717489913933585,0.900355020840513,"CDK11A"
"ENSG00000008130",1713.6319552007,0.830141261205872,0.15138528776842,5.48363234923973,4.16680278548403e-08,1.65633144845553e-06,"NADK"
"ENSG00000008196",1.08416182794751,-1.40315172411911,2.31102921165506,-0.607154473445291,0.543748402231402,NA,"TFAP2B"
"ENSG00000008197",0,NA,NA,NA,NA,NA,"TFAP2D"
"ENSG00000008226",8.16270077732332,-0.0171719477359353,0.774036918490951,-0.022184920803795,0.982300446086931,NA,"DLEC1"
"ENSG00000008256",3740.92435461127,1.1968352108601,0.207374531184537,5.7713703029186,7.86294670022311e-09,3.76849138528098e-07,"CYTH3"
"ENSG00000008277",19.3106346175362,-0.0241064269363325,0.474529638107267,-0.0508006771346983,0.959484351300104,0.99010447922272,"ADAM22"
"ENSG00000008282",1985.33227996644,0.286864094058614,0.139662741870871,2.05397724701584,0.0399778939397315,0.171710944558987,"SYPL1"
"ENSG00000008283",526.559923099993,0.0461205199046756,0.14084494826498,0.327455975331869,0.743323035650439,0.913694292259224,"CYB561"
"ENSG00000008294",2928.30789180736,-0.166798754517565,0.135595725173803,-1.23011809040268,0.218652886651081,0.505067943666946,"SPAG9"
"ENSG00000008300",96.2831177707404,0.526617369940282,0.30273483838811,1.73953342385112,0.0819409783246202,0.278420306100658,"CELSR3"
"ENSG00000008311",714.926322098101,1.13782474997719,0.189240333954131,6.01259111206699,1.82581151506066e-09,9.56813681508432e-08,"AASS"
"ENSG00000008323",11.0031983554828,0.405444187986832,0.584041381862171,0.694204555667107,0.487553936048168,0.761394551603373,"PLEKHG6"
"ENSG00000008324",122.640499235734,0.570316063532954,0.253286891279435,2.25166040236863,0.0243437408116844,0.121919958529418,"SS18L2"
